id,Umsatz
1902051,102.17429
1902061,103.350746
1902071,111.05223
1902081,114.76501
1902091,121.956436
1902101,69.14157
1902111,122.92765
1902121,108.92887
1902131,110.607475
1902141,118.93189
1902151,119.6551
1902161,130.0947
1902171,78.64295
1902181,123.07522
1902191,110.08995
1902201,109.51582
1902211,117.769714
1902221,118.23669
1902231,127.24212
1902241,82.94887
1902251,118.869194
1902261,111.49965
1902271,109.649055
1902281,119.328636
1903011,121.61572
1903021,130.98373
1903031,75.354675
1903041,119.54566
1903051,111.79972
1903061,109.096146
1903071,122.83094
1903081,119.61738
1903091,125.09773
1903101,74.880974
1903111,117.63062
1903121,109.81608
1903131,109.35743
1903141,120.23325
1903151,117.807686
1903161,123.141884
1903171,74.52912
1903181,120.84035
1903191,114.22889
1903211,122.53802
1903221,119.52973
1903231,129.54257
1903241,79.01467
1903251,121.527306
1903261,112.96264
1903271,112.68851
1903281,124.62736
1903291,119.83043
1903301,129.66376
1903311,78.52828
1904011,141.46005
1904021,126.377205
1904041,151.57028
1904051,148.45639
1904061,158.02682
1904071,96.797905
1904081,149.62192
1904091,136.03204
1904101,137.08955
1904111,148.37885
1904121,144.04547
1904131,155.8072
1904141,93.63429
1904151,147.51639
1904161,131.25266
1904171,133.80252
1904181,151.62645
1904201,150.52031
1904211,85.42021
1904221,141.63054
1904231,128.9181
1904241,126.11189
1904251,141.56902
1904261,131.92471
1904271,151.34775
1904281,87.77012
1904291,139.47607
1904301,126.22758
1905021,144.5264
1905031,140.10422
1905041,148.9346
1905051,93.795616
1905061,138.90521
1905071,129.50125
1905081,124.87026
1905091,132.42259
1905101,140.15964
1905111,156.31136
1905121,93.73427
1905131,147.35834
1905141,136.16899
1905151,132.81697
1905161,141.93028
1905171,137.87192
1905181,147.32538
1905191,85.42423
1905201,137.28532
1905211,126.300224
1905221,127.01394
1905231,144.87317
1905241,142.55128
1905251,157.3638
1905261,83.970314
1905271,143.70345
1905281,133.94025
1905291,132.71704
1905301,143.58656
1905311,151.47368
1906011,155.41614
1906021,89.2519
1906031,146.96094
1906041,143.54642
1906051,138.08131
1906061,153.047
1906071,145.30429
1906081,168.33546
1906091,91.11053
1906101,146.8126
1906111,130.8258
1906121,131.81633
1906131,142.59723
1906141,142.21268
1906151,155.61804
1906161,91.82915
1906171,147.26869
1906181,125.28042
1906191,133.39833
1906201,152.50992
1906211,147.93848
1906221,171.22057
1906231,103.97727
1906241,150.70082
1906251,137.57388
1906261,144.52603
1906271,157.41241
1906281,155.14923
1906291,175.8638
1906301,111.75304
1907011,176.50322
1907021,166.07477
1907031,166.18008
1907041,182.26617
1907051,177.58665
1907061,200.8648
1907071,135.4732
1907081,175.66042
1907091,162.10791
1907111,178.7959
1907121,173.41762
1907131,187.6664
1907141,142.40518
1907151,173.74825
1907161,163.67654
1907171,164.1543
1907181,175.86304
1907191,173.84865
1907201,202.45099
1907211,147.93132
1907221,179.57492
1907231,160.4329
1907241,162.55264
1907251,175.06944
1907261,176.02963
1907271,218.63356
1907281,173.76169
1907291,178.75417
1907301,173.15929
1808012,642.89453
1808022,625.7437
1808032,642.1706
1808042,705.18176
1808052,732.5882
1808062,628.93884
1808072,592.71716
1808082,616.4145
1808092,612.45044
1808102,657.3623
1808112,717.93384
1808122,711.10815
1808132,604.3793
1808142,582.9612
1808152,590.593
1808162,597.4328
1808172,645.61084
1808182,710.202
1808192,645.40173
1808202,514.2505
1808212,499.55676
1808222,503.02933
1808232,526.7485
1808242,536.9209
1808252,606.3191
1808262,615.34546
1808272,490.52994
1808282,480.52
1808292,485.0965
1808302,488.0456
1808312,513.0507
1809012,491.73346
1809022,544.5564
1809032,375.81122
1809042,376.49442
1809052,380.35208
1809062,395.31705
1809072,403.68494
1809082,463.4581
1809092,539.6806
1809102,378.03146
1809112,365.685
1809122,365.52136
1809132,373.3831
1809142,385.45535
1809152,446.48953
1809162,506.0331
1809172,365.92337
1809182,362.28116
1809192,360.53403
1809202,377.7956
1809212,362.22714
1809222,454.9609
1809232,511.48825
1809242,333.10727
1809252,324.6813
1809262,350.05096
1809272,365.17416
1809282,346.322
1809292,450.08145
1809302,484.70697
1810012,399.10788
1810022,396.8716
1810032,392.59595
1810042,431.1098
1810052,429.71597
1810062,481.0998
1810072,541.83813
1810082,413.99945
1810092,410.52097
1810102,404.59213
1810112,431.467
1810122,445.80167
1810132,526.9032
1810142,583.4331
1810152,444.97415
1810162,436.34628
1810172,446.3602
1810182,440.8725
1810192,442.0353
1810202,447.53946
1810212,491.81375
1810222,354.32916
1810232,358.76797
1810242,353.95224
1810252,349.07162
1810262,374.66006
1810272,448.54147
1810282,469.8284
1810292,346.38773
1810302,336.56204
1811012,303.5745
1811022,311.7384
1811032,390.34094
1811042,482.5988
1811052,305.88947
1811062,285.4968
1811072,273.57178
1811082,289.50735
1811092,308.97095
1811102,392.8854
1811112,482.54523
1811122,294.64487
1811132,297.79672
1811142,297.2572
1811152,308.12546
1811162,308.69147
1811172,378.16226
1811182,473.8171
1811192,287.21982
1811202,264.0272
1811212,269.33527
1811222,268.1406
1811232,272.9584
1811242,343.18167
1811252,449.92062
1811262,265.14566
1811272,259.73373
1811282,257.6438
1811292,261.0237
1811302,303.3286
1812012,353.84317
1812022,443.5181
1812032,284.60483
1812042,260.44754
1812052,268.49356
1812062,292.9521
1812072,278.73364
1812082,352.26883
1812092,454.35413
1812102,256.7179
1812112,269.0203
1812122,243.75322
1812132,274.6505
1812142,252.44868
1812152,342.26486
1812162,430.16165
1812172,239.38928
1812182,256.4352
1812192,247.61372
1812202,270.19034
1812212,347.86063
1812222,450.88705
1812232,518.2579
1812242,346.58115
1812272,372.87997
1812282,385.67038
1812292,462.49805
1812302,536.1426
1812312,1312.3998
1901022,360.9372
1901032,368.68478
1901042,398.1453
1901052,365.321
1901062,441.23685
1901072,288.10855
1901082,260.73035
1901092,272.03836
1901102,277.6797
1901112,288.60446
1901122,374.93445
1901132,446.57816
1901142,264.20523
1901152,286.7576
1901162,291.86142
1901172,277.1069
1901182,273.7554
1901192,349.50986
1901202,427.01807
1901212,232.01443
1901222,231.25314
1901232,236.09927
1901242,264.3375
1901252,251.98462
1901262,332.9026
1901272,406.54944
1901282,248.25638
1901292,247.88315
1901302,258.74765
1901312,261.9319
1902012,253.63593
1902022,333.82898
1902032,437.5113
1902042,261.2492
1902052,257.52698
1902062,242.9932
1902072,272.22086
1902082,284.15073
1902092,362.20084
1902102,429.29565
1902112,278.01932
1902122,266.1149
1902132,268.10468
1902142,267.6264
1902152,304.60236
1902162,380.1381
1902172,468.34277
1902182,292.64377
1902192,295.2502
1902202,284.62833
1902212,295.30374
1902222,284.30444
1902232,358.21585
1902242,463.21194
1902252,272.20996
1902262,278.2115
1902272,280.78333
1902282,284.94742
1903012,309.51373
1903022,374.98053
1903032,445.2369
1903042,251.97095
1903052,262.73032
1903062,262.5387
1903072,275.5236
1903082,276.43213
1903092,333.27994
1903102,436.61154
1903112,251.98041
1903122,251.87341
1903132,260.23538
1903142,268.20627
1903152,276.71793
1903162,329.04865
1903172,428.0607
1903182,261.54092
1903192,267.76108
1903212,286.16263
1903222,295.41324
1903232,365.33835
1903242,459.02353
1903252,267.34195
1903262,280.4113
1903272,279.8114
1903282,299.1382
1903292,285.67758
1903302,390.49478
1903312,465.97607
1904012,330.50894
1904022,313.44864
1904042,414.2522
1904052,420.6894
1904062,509.47687
1904072,533.005
1904082,415.8746
1904092,402.2562
1904102,396.8873
1904112,410.49832
1904122,398.85382
1904132,476.3554
1904142,515.8658
1904152,395.0446
1904162,392.403
1904172,394.28616
1904182,414.78836
1904202,425.17123
1904212,488.2997
1904222,340.2509
1904232,329.6081
1904242,321.12448
1904252,359.64877
1904262,369.1461
1904272,451.09494
1904282,495.2425
1904292,337.6456
1904302,323.42947
1905022,407.4601
1905032,391.96933
1905042,470.37595
1905052,518.16833
1905062,370.90646
1905072,360.18558
1905082,356.1102
1905092,365.25345
1905102,409.50833
1905112,483.3243
1905122,536.2736
1905132,392.97214
1905142,394.66217
1905152,378.9314
1905162,399.2153
1905172,410.27658
1905182,476.6066
1905192,532.13513
1905202,383.03305
1905212,359.46875
1905222,379.87183
1905232,403.40768
1905242,414.99445
1905252,515.9605
1905262,526.1207
1905272,399.82626
1905282,390.23056
1905292,383.88107
1905302,411.72934
1905312,509.2503
1906012,496.1175
1906022,551.5537
1906032,403.91434
1906042,426.67984
1906052,417.3754
1906062,432.74875
1906072,427.38144
1906082,530.56445
1906092,570.3233
1906102,416.83896
1906112,406.7208
1906122,420.74008
1906132,413.72952
1906142,447.3351
1906152,524.5012
1906162,575.9435
1906172,424.92035
1906182,431.02277
1906192,419.52484
1906202,436.30362
1906212,444.74023
1906222,643.16327
1906232,638.91724
1906242,521.2413
1906252,511.85214
1906262,528.64874
1906272,546.30444
1906282,558.3235
1906292,655.4547
1906302,629.5003
1907012,605.31433
1907022,580.93036
1907032,586.36633
1907042,611.8193
1907052,610.6847
1907062,685.52106
1907072,664.5464
1907082,587.0589
1907092,563.3278
1907112,592.73724
1907122,590.5565
1907132,666.6051
1907142,690.88416
1907152,593.1696
1907162,569.0052
1907172,576.5801
1907182,586.81335
1907192,595.094
1907202,718.4161
1907212,701.5753
1907222,610.5458
1907232,576.3108
1907242,591.936
1907252,607.4331
1907262,629.3329
1907272,734.0612
1907282,732.223
1907292,613.7421
1907302,613.6238
1808013,350.05594
1808023,350.3741
1808033,358.88284
1808043,406.51834
1808053,399.81082
1808063,349.91898
1808073,332.2961
1808083,344.7091
1808093,325.92438
1808103,364.3735
1808113,395.61975
1808123,379.82816
1808133,328.465
1808143,315.14902
1808153,315.13065
1808163,329.07904
1808173,353.3571
1808183,383.91025
1808193,325.84286
1808203,267.6755
1808213,251.67482
1808223,263.62698
1808233,265.1293
1808243,271.8179
1808253,308.0315
1808263,308.63205
1808273,248.75397
1808283,237.32605
1808293,241.10426
1808303,239.65407
1808313,255.59668
1809013,220.30363
1809023,241.03667
1809033,170.663
1809043,166.65657
1809053,170.61726
1809063,171.36627
1809073,172.95067
1809083,198.22153
1809093,237.46288
1809103,169.10735
1809113,164.80562
1809123,164.59305
1809133,158.69157
1809143,164.94029
1809153,188.95895
1809163,215.07713
1809173,161.21405
1809183,155.85672
1809193,159.60677
1809203,160.92317
1809213,157.20665
1809223,193.35132
1809233,224.0686
1809243,146.92479
1809253,137.48047
1809263,153.9862
1809273,153.63
1809283,148.11797
1809293,190.09761
1809303,206.25337
1810013,193.08829
1810023,189.51266
1810033,187.85172
1810043,205.19977
1810053,202.63474
1810063,229.21439
1810073,250.29016
1810083,197.60687
1810093,195.98654
1810103,195.58609
1810113,204.7056
1810123,214.79327
1810133,265.41617
1810143,278.56546
1810153,224.21802
1810163,215.26723
1810173,219.28864
1810183,206.21315
1810193,207.54141
1810203,216.39221
1810213,220.16685
1810223,167.67438
1810233,169.86958
1810243,163.39532
1810253,159.96011
1810263,176.33838
1810273,212.2043
1810283,204.06415
1810293,163.89801
1810303,154.19737
1811013,123.24167
1811023,126.06003
1811033,171.0652
1811043,214.83969
1811053,123.9009
1811063,115.93507
1811073,113.90131
1811083,116.98939
1811093,126.95224
1811103,175.18698
1811113,216.74292
1811123,123.21778
1811133,124.20739
1811143,118.86843
1811153,124.63178
1811163,119.86455
1811173,158.16632
1811183,203.9857
1811193,118.46459
1811203,110.18542
1811213,110.941795
1811223,108.88041
1811233,106.26212
1811243,140.24066
1811253,192.00519
1811263,111.531975
1811273,105.65615
1811283,105.09292
1811293,107.24511
1811303,122.79744
1812013,131.92926
1812023,175.94865
1812033,111.408394
1812043,101.7456
1812053,102.99569
1812063,113.04858
1812073,106.4989
1812083,130.47975
1812093,185.70602
1812103,101.71994
1812113,104.9478
1812123,94.97857
1812133,108.55074
1812143,98.4074
1812153,125.47402
1812163,171.63564
1812173,97.53242
1812183,98.18159
1812193,96.53481
1812203,106.86062
1812213,124.06379
1812223,199.26044
1812233,226.98987
1812243,138.99918
1812273,147.29065
1812283,155.21957
1812293,202.49356
1812303,237.12552
1812313,812.77136
1901023,139.78268
1901033,143.20586
1901043,153.63217
1901053,131.58176
1901063,177.10434
1901073,114.14335
1901083,99.3838
1901093,110.51034
1901103,108.756874
1901113,110.18215
1901123,142.3243
1901133,176.03871
1901143,107.68449
1901153,110.92925
1901163,114.507996
1901173,108.90448
1901183,107.617294
1901193,124.43528
1901203,164.89468
1901213,93.18229
1901223,88.68832
1901233,91.256096
1901243,100.07726
1901253,98.188896
1901263,120.88763
1901273,154.67767
1901283,100.16526
1901293,97.46233
1901303,103.802025
1901313,101.66248
1902013,91.822174
1902023,104.45138
1902033,154.69485
1902043,100.7105
1902053,88.561676
1902063,91.595634
1902073,94.79514
1902083,102.22729
1902093,117.93774
1902103,143.90988
1902113,103.945145
1902123,89.08298
1902133,99.44453
1902143,92.07523
1902153,105.06263
1902163,126.81281
1902173,167.34662
1902183,107.804054
1902193,104.72175
1902203,105.78487
1902213,104.0812
1902223,101.12623
1902233,119.86227
1902243,164.41177
1902253,97.3095
1902263,95.55539
1902273,100.42248
1902283,98.418
1903013,115.138504
1903023,138.51755
1903033,173.7763
1903043,95.382805
1903053,99.194244
1903063,98.16503
1903073,103.09431
1903083,105.52566
1903093,117.60006
1903103,170.85292
1903113,96.031456
1903123,93.74363
1903133,97.377945
1903143,96.96778
1903153,104.09869
1903163,118.13717
1903173,165.0478
1903183,101.03481
1903193,102.99807
1903213,106.79987
1903223,111.52075
1903233,136.116
1903243,181.99959
1903253,103.925575
1903263,103.77787
1903273,108.19837
1903283,113.52674
1903293,111.611275
1903303,155.38919
1903313,185.68533
1904013,147.57959
1904023,135.23666
1904043,186.06166
1904053,190.01785
1904063,248.53958
1904073,252.44978
1904083,192.72168
1904093,181.6008
1904103,177.09184
1904113,176.46075
1904123,174.27718
1904133,226.17169
1904143,246.1619
1904153,178.97649
1904163,175.54565
1904173,177.3165
1904183,186.42833
1904203,185.78767
1904213,217.61041
1904223,152.97264
1904233,143.22058
1904243,138.44156
1904253,161.0134
1904263,148.38123
1904273,207.09813
1904283,234.25145
1904293,148.44151
1904303,141.45929
1905023,169.11215
1905033,160.49289
1905043,209.57
1905053,229.99927
1905063,149.82086
1905073,140.85355
1905083,143.76675
1905093,143.18158
1905103,170.94412
1905113,217.61641
1905123,243.40497
1905133,162.05957
1905143,162.22777
1905153,156.57176
1905163,162.51495
1905173,167.13641
1905183,219.65646
1905193,242.39049
1905203,164.84793
1905213,142.29222
1905223,156.74326
1905233,170.07803
1905243,180.26813
1905253,240.63063
1905263,239.34213
1905273,175.0707
1905283,160.1785
1905293,159.27757
1905303,171.74326
1905313,242.64383
1906013,236.23099
1906023,251.59799
1906033,178.52394
1906043,190.388
1906053,182.71233
1906063,192.41664
1906073,187.46327
1906083,259.02158
1906093,266.0591
1906103,184.92131
1906113,174.09906
1906123,182.08702
1906133,176.7119
1906143,198.0102
1906153,241.17389
1906163,270.6473
1906173,194.11014
1906183,203.27203
1906193,194.18263
1906203,195.60895
1906213,200.5128
1906223,319.51367
1906233,299.29745
1906243,247.51706
1906253,254.97559
1906263,263.01083
1906273,259.32602
1906283,268.22354
1906293,328.9855
1906303,312.29025
1907013,349.01447
1907023,333.1045
1907033,333.12692
1907043,340.73303
1907053,335.88843
1907063,394.9243
1907073,352.71667
1907083,327.8924
1907093,303.62067
1907113,322.01587
1907123,313.7454
1907133,372.33054
1907143,376.17612
1907153,326.75662
1907163,312.56696
1907173,317.35193
1907183,320.93835
1907193,334.33734
1907203,395.74277
1907213,381.8639
1907223,349.35397
1907233,339.27338
1907243,351.20663
1907253,359.6699
1907263,372.0627
1907273,422.192
1907283,404.27307
1907293,377.74194
1907303,349.23306
1808014,99.15925
1808024,98.17879
1808034,101.16051
1808044,124.21547
1808054,163.6047
1808064,100.69358
1808074,93.855385
1808084,93.25945
1808094,95.38561
1808104,107.861084
1808114,116.69528
1808124,151.45969
1808134,97.2002
1808144,90.65669
1808154,91.86572
1808164,94.35356
1808174,105.7147
1808184,110.533806
1808194,126.70023
1808204,86.46344
1808214,81.04818
1808224,76.07068
1808234,86.64202
1808244,89.221306
1808254,109.927155
1808264,112.77516
1808274,86.751816
1808284,82.03444
1808294,81.72687
1808304,86.96444
1808314,87.89451
1809014,87.858826
1809024,114.46174
1809034,81.78481
1809044,80.4728
1809054,81.448616
1809064,84.89271
1809074,89.76176
1809084,93.107635
1809094,115.411446
1809104,85.742836
1809114,83.23262
1809124,88.89106
1809134,85.288185
1809144,85.96024
1809154,87.79392
1809164,132.26993
1809174,86.11666
1809184,81.584076
1809194,81.425255
1809204,85.017746
1809214,81.08048
1809224,90.78768
1809234,127.25835
1809244,83.93583
1809254,82.800026
1809264,88.2576
1809274,85.672615
1809284,84.10787
1809294,87.36443
1809304,122.851524
1810014,90.17023
1810024,88.14239
1810034,88.232994
1810044,93.90186
1810054,89.81853
1810064,97.7954
1810074,131.06345
1810084,90.18711
1810094,85.24747
1810104,79.30549
1810114,89.3413
1810124,90.90186
1810134,102.69845
1810144,117.437675
1810154,91.006065
1810164,87.50015
1810174,88.37304
1810184,97.34125
1810194,90.500175
1810204,94.52329
1810214,122.60232
1810224,83.69436
1810234,80.6802
1810244,78.44196
1810254,79.166725
1810264,84.16703
1810274,99.82652
1810284,126.087
1810294,87.41001
1810304,80.95605
1811014,83.390854
1811024,80.59582
1811034,79.0079
1811044,129.65059
1811054,83.079124
1811064,77.70471
1811074,74.3431
1811084,78.7063
1811094,79.48034
1811104,79.29898
1811114,131.20227
1811124,80.00483
1811134,76.21754
1811144,77.55306
1811154,82.708466
1811164,80.81934
1811174,80.689606
1811184,144.1929
1811194,81.730385
1811204,79.663055
1811214,82.19361
1811224,80.986916
1811234,83.11728
1811244,82.16321
1811254,140.02675
1811264,83.993996
1811274,80.845985
1811284,80.5147
1811294,80.17452
1811304,86.9735
1812014,83.300735
1812024,135.94003
1812034,82.31994
1812044,76.07259
1812054,79.32841
1812064,81.38328
1812074,78.060326
1812084,82.96166
1812094,133.46742
1812104,77.931564
1812114,77.08915
1812124,78.18859
1812134,78.98177
1812144,77.44251
1812154,84.267
1812164,132.87418
1812174,81.40862
1812184,80.43767
1812194,78.71764
1812204,79.60474
1812214,87.11553
1812224,92.910515
1812234,133.00427
1812244,87.19051
1812274,92.59736
1812284,90.84606
1812294,98.88753
1812304,139.5887
1901024,84.256516
1901034,85.51508
1901044,89.6899
1901054,79.52666
1901064,128.03165
1901074,82.386734
1901084,76.783295
1901094,78.81747
1901104,82.08841
1901114,80.41956
1901124,81.95904
1901134,134.42068
1901144,81.45457
1901154,78.21341
1901164,79.60312
1901174,78.1612
1901184,82.27141
1901194,77.8016
1901204,124.082664
1901214,81.627464
1901224,77.09597
1901234,75.6604
1901244,83.97315
1901254,83.21204
1901264,79.21271
1901274,132.82295
1901284,80.48147
1901294,76.791885
1901304,77.28227
1901314,78.56422
1902014,94.99502
1902024,96.78797
1902034,178.68231
1902044,98.76736
1902054,96.45434
1902064,93.92947
1902074,96.46055
1902084,96.70437
1902094,100.91979
1902104,167.87277
1902114,100.93943
1902124,95.29958
1902134,95.690125
1902144,88.7355
1902154,108.22033
1902164,102.76145
1902174,176.53406
1902184,98.91407
1902194,98.697014
1902204,94.122116
1902214,93.80273
1902224,102.95673
1902234,101.44363
1902244,182.17719
1902254,97.77271
1902264,98.855415
1902274,98.10091
1902284,91.68162
1903014,84.69961
1903024,89.21426
1903034,133.98956
1903044,80.00798
1903054,78.55817
1903064,81.80642
1903074,81.65579
1903084,82.86246
1903094,79.18136
1903104,133.63554
1903114,80.42948
1903124,77.21022
1903134,81.72257
1903144,80.12493
1903154,82.17277
1903164,82.383995
1903174,134.88257
1903184,82.08238
1903194,80.58622
1903214,79.698616
1903224,82.59052
1903234,82.98804
1903244,139.73422
1903254,79.91057
1903264,78.43161
1903274,81.648186
1903284,83.81867
1903294,79.95855
1903304,84.400185
1903314,137.4587
1904014,85.824066
1904024,79.542366
1904044,91.346306
1904054,92.3671
1904064,91.33959
1904074,146.53275
1904084,90.614876
1904094,85.11873
1904104,88.80364
1904114,95.36285
1904124,90.25773
1904134,93.10529
1904144,134.52286
1904154,91.901245
1904164,88.07969
1904174,90.15719
1904184,91.35425
1904204,88.93444
1904214,132.36795
1904224,83.51796
1904234,77.93925
1904244,74.7826
1904254,79.116936
1904264,79.548515
1904274,84.882484
1904284,136.40674
1904294,82.51293
1904304,77.48927
1905024,93.92597
1905034,89.85419
1905044,91.70574
1905054,150.02173
1905064,87.884346
1905074,82.821556
1905084,83.86356
1905094,81.289665
1905104,92.14423
1905114,96.03927
1905124,147.63728
1905134,93.0819
1905144,89.41202
1905154,86.987625
1905164,91.06424
1905174,90.66433
1905184,89.436775
1905194,132.37914
1905204,84.41541
1905214,86.03488
1905224,83.68241
1905234,88.11974
1905244,90.3225
1905254,105.378
1905264,134.85495
1905274,89.22086
1905284,84.6785
1905294,86.84169
1905304,93.04616
1905314,97.11012
1906014,83.54477
1906024,89.5431
1906034,73.23231
1906044,75.22867
1906054,71.5948
1906064,75.35131
1906074,75.816864
1906084,97.07368
1906094,87.54681
1906104,76.7865
1906114,67.132744
1906124,71.73154
1906134,72.750244
1906144,70.408165
1906154,84.632935
1906164,86.798836
1906174,75.19361
1906184,62.5352
1906194,69.38818
1906204,74.74733
1906214,76.6111
1906224,98.3686
1906234,105.96928
1906244,87.15821
1906254,83.68818
1906264,84.91161
1906274,90.90188
1906284,91.265526
1906294,103.50004
1906304,106.20644
1907014,104.51112
1907024,96.85559
1907034,98.7584
1907044,108.81523
1907054,107.035805
1907064,136.4845
1907074,171.2273
1907084,103.71328
1907094,96.92816
1907114,104.83848
1907124,100.799736
1907134,125.67636
1907144,155.09573
1907154,105.117645
1907164,97.800095
1907174,97.77166
1907184,103.21694
1907194,100.564606
1907204,144.73941
1907214,155.22879
1907224,107.15355
1907234,101.93273
1907244,100.93723
1907254,112.12829
1907264,116.21744
1907274,154.14651
1907284,168.16069
1907294,115.710335
1907304,106.79546
1808015,335.73117
1808025,302.09964
1808035,320.50888
1808045,337.40817
1808055,380.67352
1808065,316.2039
1808075,275.74985
1808085,308.99142
1808095,310.15494
1808105,348.10983
1808115,358.25858
1808125,371.48062
1808135,316.0047
1808145,308.02466
1808155,320.19666
1808165,291.4654
1808175,351.13425
1808185,351.8535
1808195,349.16336
1808205,296.52084
1808215,293.2867
1808225,269.62247
1808235,302.54065
1808245,320.56906
1808255,354.6339
1808265,333.3556
1808275,290.29782
1808285,288.8823
1808295,292.29398
1808305,299.27817
1808315,309.2372
1809015,293.2197
1809025,309.98843
1809035,259.26096
1809045,265.49228
1809055,273.99704
1809065,271.6345
1809075,293.39804
1809085,300.27603
1809095,309.11038
1809105,266.44595
1809115,268.13943
1809125,276.69107
1809135,268.78598
1809145,281.66537
1809155,287.96866
1809165,307.62222
1809175,264.34918
1809185,254.24219
1809195,269.94846
1809205,268.75375
1809215,273.5342
1809225,295.515
1809235,296.76175
1809245,254.03903
1809255,257.98166
1809265,272.2466
1809275,267.5769
1809285,270.07608
1809295,285.78705
1809305,285.9421
1810015,244.59134
1810025,247.8205
1810035,256.55237
1810045,264.86435
1810055,268.62576
1810065,267.6135
1810075,293.1879
1810085,251.40912
1810095,253.8048
1810105,252.5594
1810115,254.37607
1810125,274.57697
1810135,281.4403
1810145,296.97498
1810155,254.37906
1810165,256.89542
1810175,267.99878
1810185,264.35837
1810195,278.73868
1810205,278.3454
1810215,294.18088
1810225,248.57529
1810235,248.53662
1810245,253.19066
1810255,241.72998
1810265,265.6587
1810275,290.5148
1810285,292.49844
1810295,247.03145
1810305,243.00676
1811015,225.01826
1811025,227.36703
1811035,242.84047
1811045,266.9774
1811055,224.35376
1811065,219.62491
1811075,209.97305
1811085,214.5557
1811095,231.99657
1811105,245.68755
1811115,261.00125
1811125,217.39505
1811135,222.07866
1811145,225.87643
1811155,226.20561
1811165,229.20168
1811175,246.21248
1811185,276.15817
1811195,211.64311
1811205,217.4141
1811215,221.83685
1811225,214.3337
1811235,226.19322
1811245,241.8464
1811255,258.89786
1811265,212.12128
1811275,216.39273
1811285,214.31125
1811295,208.03195
1811305,230.16943
1812015,216.62144
1812025,239.00667
1812035,199.24947
1812045,186.29953
1812055,206.34932
1812065,205.02449
1812075,206.99017
1812085,214.84764
1812095,239.54088
1812105,186.36853
1812115,198.04956
1812125,193.57486
1812135,203.38464
1812145,197.94952
1812155,218.82672
1812165,246.31
